Lines of code metrics,Thu., 14 Oct. 2021 19:19:04 EDT,,,,,,,,,,,,,
Method,CLOC,JLOC,LOC,NCLOC,RLOC,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtils.execute(SFtpClientTemplate<T>),4,7,35,28,13.01%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtils.execute(SshClientSessionTemplate<T>),4,7,32,25,11.90%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtils.execute(SshClientTemplate<T>),7,10,33,23,12.27%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtils.extractBaseUriFrom(String),7,9,15,6,5.58%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtils.extractRemotePathFrom(String),7,9,15,6,5.58%,,,,,,,,,,
"com.amaze.filemanager.filesystem.ssh.SshClientUtils.isDirectory(SFTPClient,RemoteResourceInfo)",0,0,14,14,5.20%,,,,,,,,,,
"com.amaze.filemanager.filesystem.ssh.SshClientUtils.launchSftp(HybridFileParcelable,MainActivity)",0,0,38,38,14.13%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtils.tryDisconnect(SSHClient),5,6,15,9,5.58%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testDeriveSftpPathFrom(),0,0,9,9,12.86%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testIsDirectoryNormal(),0,0,10,10,14.29%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testIsDirectorySymlinkBrokenDirectory(),0,0,13,13,18.57%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testIsDirectorySymlinkBrokenFile(),0,0,13,13,18.57%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testIsDirectorySymlinkNormal(),0,0,13,13,18.57%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshClientUtilsTest.testIsDirectoryWithFile(),0,0,10,10,14.29%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.bootstrap(),0,0,37,37,10.60%,,,,,,,,,,
"com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.createSshServer(String,String)",1,0,23,22,6.59%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.tearDown(),0,0,5,5,1.43%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrl(),1,0,18,17,5.16%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlAndKeyAuth(),1,0,14,13,4.01%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexCredential1(),1,0,18,17,5.16%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexCredential2(),1,0,18,17,5.16%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexCredential3(),1,0,20,19,5.73%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexCredential4(),1,0,20,19,5.73%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexPassword1(),1,0,18,17,5.16%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingComplexPassword2(),1,0,18,17,5.16%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingMinusSignInPassword1(),1,0,20,19,5.73%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingMinusSignInPassword2(),1,0,20,19,5.73%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingMinusSignInPassword3(),1,0,20,19,5.73%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUrlHavingMinusSignInPassword4(),1,0,20,19,5.73%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUsernameAndKey(),0,0,26,26,7.45%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.SshConnectionPoolTest.testGetConnectionWithUsernameAndPassword(),0,0,25,25,7.16%,,,,,,,,,,
"com.amaze.filemanager.filesystem.ssh.Statvfs.Response.Response(String,Response)",0,0,20,20,12.50%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.diskFreeSpace(),7,8,11,3,6.88%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.diskSize(),7,8,11,3,6.88%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.getFileSystemId(),4,5,8,3,5.00%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.getRawFileSystemId(),4,5,8,3,5.00%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.readUInt64FromBuffer(Buffer),7,8,12,4,7.50%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.Statvfs.Response.toString(),0,0,40,40,25.00%,,,,,,,,,,
"com.amaze.filemanager.filesystem.ssh.Statvfs.request(SFTPClient,String)",4,7,14,7,7.65%,,,,,,,,,,
"com.amaze.filemanager.filesystem.ssh.test.BlockFileCreationFileSystemProvider.newFileChannel(Path,Set<? extends OpenOption>,FileAttribute<?>...)",4,9,16,7,72.73%,,,,,,,,,,
"com.amaze.filemanager.filesystem.ssh.test.BlockFileCreationFileSystemProvider.newOutputStream(Path,OpenOption...)",0,0,4,4,18.18%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.TestKeyProvider(),0,0,5,5,18.52%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.getKeyPair(),0,0,3,3,11.11%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.getPrivate(),0,0,4,4,14.81%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.getPublic(),0,0,4,4,14.81%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.getType(),0,0,4,4,14.81%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.test.TestKeyProvider.loadKeys(),0,0,4,4,14.81%,,,,,,,,,,
com.amaze.filemanager.filesystem.ssh.test.TestUtils.createKeyPair(),0,0,10,10,18.87%,,,,,,,,,,
"com.amaze.filemanager.filesystem.ssh.test.TestUtils.saveSshConnectionSettings(KeyPair,String,String,PrivateKey)",0,0,41,41,77.36%,,,,,,,,,,
com.amaze.filemanager.filesystem.usb.ReflectionHelpers.addUsbOtgDevice(Activity),0,0,27,27,14.29%,,,,,,,,,,
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbConfigurationConstructor(int,String,int,int)",0,0,11,11,5.82%,,,,,,,,,,
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbDeviceConstructor(String,int,int,int,int,int,Parcelable[])",0,0,24,24,12.70%,,,,,,,,,,
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbDeviceConstructor(String,int,int,int,int,int,String,String,String)",0,0,36,36,19.05%,,,,,,,,,,
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbDeviceConstructor(String,int,int,int,int,int,String,String,String,String)",0,0,39,39,20.63%,,,,,,,,,,
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbInterfaceConstructor(int,int,String,int,int,int)",0,0,11,11,5.82%,,,,,,,,,,
"com.amaze.filemanager.filesystem.usb.ReflectionHelpers.callUsbInterfaceConstructor(int,int,int,int,Parcelable[])",0,0,11,11,5.82%,,,,,,,,,,
com.amaze.filemanager.filesystem.usb.ReflectionHelpers.configureUsbConfiguration(UsbConfiguration),0,0,10,10,5.29%,,,,,,,,,,
com.amaze.filemanager.filesystem.usb.ReflectionHelpers.configureUsbDevice(),0,0,8,8,4.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.usb.ReflectionHelpers.configureUsbDevice(UsbDevice),0,0,10,10,5.29%,,,,,,,,,,
com.amaze.filemanager.filesystem.usb.SingletonUsbOtgTest.usbConnectionTest(),0,0,15,15,65.22%,,,,,,,,,,
com.amaze.filemanager.filesystem.usb.UsbOtgTest.usbConnectionTest(),0,0,19,19,70.37%,,,,,,,,,,
com.amaze.filemanager.shadows.ShadowMultiDex.install(Context),1,0,4,3,57.14%,,,,,,,,,,
"com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile.__constructor__(URL,NtlmPasswordAuthentication)",1,0,4,3,17.39%,,,,,,,,,,
com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile.getInputStream(),0,0,4,4,17.39%,,,,,,,,,,
com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile.length(),0,0,4,4,17.39%,,,,,,,,,,
com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile.listFiles(),0,0,4,4,17.39%,,,,,,,,,,
com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile.setFile(File),0,0,3,3,13.04%,,,,,,,,,,
com.amaze.filemanager.ssh.SshClientUtilTest.testEncryptDecryptPasswordWithMinusSign1(),0,0,9,9,20.00%,,,,,,,,,,
com.amaze.filemanager.ssh.SshClientUtilTest.testEncryptDecryptPasswordWithMinusSign2(),0,0,9,9,20.00%,,,,,,,,,,
com.amaze.filemanager.ssh.SshClientUtilTest.testEncryptDecryptPasswordWithMinusSign3(),0,0,9,9,20.00%,,,,,,,,,,
com.amaze.filemanager.ssh.SshClientUtilTest.testEncryptDecryptPasswordWithMinusSign4(),0,0,9,9,20.00%,,,,,,,,,,
com.amaze.filemanager.ssh.SshClientUtilTest.testEncryptDecryptUriWithNoPassword(),0,0,6,6,13.33%,,,,,,,,,,
com.amaze.filemanager.ssh.SshClientUtilTest.testExtractRemotePathFromUri(),0,0,8,8,80.00%,,,,,,,,,,
"com.amaze.filemanager.test.DummyFileGenerator.createFile(File,int)",2,6,28,22,73.68%,,,,,,,,,,
com.amaze.filemanager.test.ShadowCryptUtil.aesDecryptPassword(String),1,1,8,7,18.18%,,,,,,,,,,
com.amaze.filemanager.test.ShadowCryptUtil.aesEncryptPassword(String),1,1,9,8,20.45%,,,,,,,,,,
"com.amaze.filemanager.test.ShadowCryptUtil.decryptPassword(Context,String)",1,1,6,5,13.64%,,,,,,,,,,
"com.amaze.filemanager.test.ShadowCryptUtil.encryptPassword(Context,String)",1,1,6,5,13.64%,,,,,,,,,,
com.amaze.filemanager.test.ShadowCryptUtilTest.setUp(),0,0,7,7,14.29%,,,,,,,,,,
com.amaze.filemanager.test.ShadowCryptUtilTest.tearDown(),0,0,4,4,8.16%,,,,,,,,,,
com.amaze.filemanager.test.ShadowCryptUtilTest.testEncryptDecrypt(),0,0,7,7,14.29%,,,,,,,,,,
com.amaze.filemanager.test.ShadowCryptUtilTest.testWithUtilsHandler(),0,0,25,25,51.02%,,,,,,,,,,
"com.amaze.filemanager.test.ShadowShellInteractive.addCommand(String,int,OnCommandResultListener)",0,0,19,19,48.72%,,,,,,,,,,
com.amaze.filemanager.test.ShadowShellInteractive.isRunning(),0,0,4,4,10.26%,,,,,,,,,,
com.amaze.filemanager.test.ShadowShellInteractive.waitForIdle(),0,0,4,4,10.26%,,,,,,,,,,
com.amaze.filemanager.test.TestUtils.addVolumeToStorageManager(Parcel),0,0,8,8,13.79%,,,,,,,,,,
com.amaze.filemanager.test.TestUtils.initializeExternalStorage(),5,5,24,19,41.38%,,,,,,,,,,
com.amaze.filemanager.test.TestUtils.initializeInternalStorage(),5,5,24,19,41.38%,,,,,,,,,,
com.amaze.filemanager.ui.ColorCircleDrawable.ColorCircleDrawable(int),0,0,5,5,15.62%,,,,,,,,,,
com.amaze.filemanager.ui.ColorCircleDrawable.draw(Canvas),0,0,5,5,15.62%,,,,,,,,,,
com.amaze.filemanager.ui.ColorCircleDrawable.getOpacity(),0,0,4,4,12.50%,,,,,,,,,,
com.amaze.filemanager.ui.ColorCircleDrawable.onBoundsChange(Rect),0,0,5,5,15.62%,,,,,,,,,,
com.amaze.filemanager.ui.ColorCircleDrawable.setAlpha(int),0,0,4,4,12.50%,,,,,,,,,,
com.amaze.filemanager.ui.ColorCircleDrawable.setColorFilter(ColorFilter),0,0,4,4,12.50%,,,,,,,,,,
"com.amaze.filemanager.ui.ItemPopupMenu.ItemPopupMenu(Context,MainActivity,UtilitiesProvider,MainFragment,LayoutElementParcelable,View,SharedPreferences)",0,0,18,18,8.61%,,,,,,,,,,
com.amaze.filemanager.ui.ItemPopupMenu.onMenuItemClick(MenuItem),3,0,177,174,84.69%,,,,,,,,,,
com.amaze.filemanager.ui.activities.AboutActivity.calculateHeaderViewParams(),5,5,19,13,10.38%,,,,,,,,,,
com.amaze.filemanager.ui.activities.AboutActivity.onClick(View),1,0,65,65,35.52%,,,,,,,,,,
com.amaze.filemanager.ui.activities.AboutActivity.onCreate(Bundle),1,0,49,48,26.78%,,,,,,,,,,
com.amaze.filemanager.ui.activities.AboutActivity.onDestroy(),0,0,8,8,4.37%,,,,,,,,,,
com.amaze.filemanager.ui.activities.AboutActivity.onOptionsItemSelected(MenuItem),0,0,9,9,4.92%,,,,,,,,,,
com.amaze.filemanager.ui.activities.AboutActivity.switchIcons(),2,1,8,6,4.37%,,,,,,,,,,
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.getDbTableNames(Cursor),0,0,9,9,8.04%,,,,,,,,,,
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.load(File),2,0,40,38,35.71%,,,,,,,,,,
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.onBackPressed(),0,0,5,5,4.46%,,,,,,,,,,
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.onCreate(Bundle),0,0,25,25,22.32%,,,,,,,,,,
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.onDestroy(),0,0,7,7,6.25%,,,,,,,,,,
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.onOptionsItemSelected(MenuItem),0,0,8,8,7.14%,,,,,,,,,,
com.amaze.filemanager.ui.activities.DatabaseViewerActivity.onPrepareOptionsMenu(Menu),0,0,5,5,4.46%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.FabActionListener.FabActionListener(MainActivity),0,0,4,4,11.76%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.FabActionListener.onActionSelected(SpeedDialActionItem),0,0,26,26,76.47%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.addConnection(OpenMode),3,0,30,27,1.57%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.addConnection(boolean,String,String,String,String,String)",3,0,46,43,2.40%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.checkForExternalIntent(Intent),18,1,64,46,3.34%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.checkForExternalPermission(),2,0,38,36,1.98%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.clearFabActionItems(),0,0,5,5,0.26%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.closeInteractiveShell(),3,1,11,8,0.57%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.copyToClipboard(Context,String)",0,0,12,12,0.63%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.delete(String,String)",0,0,6,6,0.31%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.deleteConnection(OpenMode),0,0,6,6,0.31%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.deleteConnection(String,String)",1,0,15,14,0.78%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.executeWithMainFragment(Function<MainFragment, Void>)",0,0,3,3,0.16%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.executeWithMainFragment(Function<MainFragment, Void>,boolean)",0,0,13,13,0.68%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.exit(),1,0,20,19,1.04%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.fabButtonClick(FabWithLabelView),0,0,8,8,0.42%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getAppbar(),0,0,3,3,0.16%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getCurrentMainFragment(),0,0,6,6,0.31%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getDrawer(),0,0,3,3,0.16%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getFAB(),0,0,3,3,0.16%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getFragmentAtFrame(),0,0,3,3,0.16%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getPaste(),0,0,3,3,0.16%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getStorageDirectories(),1,1,17,16,0.89%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getStorageDirectoriesLegacy(),20,8,99,78,5.17%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getStorageDirectoriesNew(),5,3,34,28,1.78%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getTabFragment(),0,0,5,5,0.26%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.getUsbDrive(),0,0,13,13,0.68%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.goToMain(String),2,0,27,25,1.41%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.hideSmokeScreen(),0,0,3,3,0.16%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.initBottomDragListener(boolean),0,0,19,19,0.99%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.initCornersDragListener(boolean,boolean)",0,0,4,4,0.21%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.initFabTitle(int,int,int)",0,0,26,26,1.36%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.initFabToSave(ArrayList<Uri>),1,1,9,8,0.47%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.initLeftRightAndTopDragListeners(boolean,boolean)",0,0,4,4,0.21%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.initialiseFab(),0,0,7,7,0.37%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.initialisePreferences(),0,0,4,4,0.21%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.initialiseViews(),0,0,30,30,1.57%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.initializeFabActionViews(),1,0,53,52,2.77%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.initializeInteractiveShell(),8,6,16,8,0.84%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.invalidateFragmentAndBundle(Bundle),4,0,59,55,3.08%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.invalidatePasteSnackbar(boolean),0,0,5,5,0.26%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.modify(String,String,String,String)",0,0,5,5,0.26%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.onActivityResult(int,int,Intent)",15,0,137,126,7.15%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onBackPressed(),2,0,57,55,2.98%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onCancelled(),0,0,10,10,0.52%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onConfigurationChanged(Configuration),1,0,6,5,0.31%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onCreate(Bundle),2,1,65,64,3.39%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.onCreateLoader(int,Bundle)",4,0,67,63,3.50%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onCreateOptionsMenu(Menu),23,0,27,6,1.41%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onDestroy(),2,0,11,9,0.57%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onFolderChooserDismissed(FolderChooserDialog),4,6,10,4,0.52%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.onFolderSelection(FolderChooserDialog,File)",6,9,35,24,1.83%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.onKeyDown(int,KeyEvent)",7,0,14,7,0.73%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.onLoadFinished(Loader<Cursor>,Cursor)",7,0,26,19,1.36%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onLoaderReset(Loader<Cursor>),1,0,4,3,0.21%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onNewIntent(Intent),4,0,44,40,2.30%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onOptionsItemSelected(MenuItem),6,0,134,128,7.00%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onPause(),0,0,14,14,0.73%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onPostCreate(Bundle),1,0,6,5,0.31%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onPostExecute(String),1,0,10,9,0.52%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onPreExecute(String),0,0,9,9,0.47%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onPrepareOptionsMenu(Menu),0,0,86,86,4.49%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.onProgressUpdate(HybridFileParcelable,String)",1,0,9,8,0.47%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onResume(),0,0,19,19,0.99%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.onSaveInstanceState(Bundle),0,0,14,14,0.73%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.openCompressed(String),0,0,11,11,0.57%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.renameBookmark(String,String)",0,0,6,6,0.31%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.saveExternalIntent(ArrayList<Uri>),1,0,35,34,1.83%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.saveExternalIntentExtras(),0,0,20,20,1.04%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.setPagingEnabled(boolean),0,0,3,3,0.16%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.setPaste(PasteHelper),0,0,3,3,0.16%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.showSMBDialog(String,String,boolean)",0,0,13,13,0.68%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.MainActivity.showSftpDialog(String,String,boolean)",0,0,29,29,1.51%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.showSmokeScreen(),4,4,7,3,0.37%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.updatePaths(int),0,0,4,4,0.21%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.updateUsbInformation(),2,1,33,31,1.72%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivity.updateViews(ColorDrawable),9,5,25,16,1.31%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivityTest.setUp(),0,0,8,8,9.88%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivityTest.tearDown(),0,0,6,6,7.41%,,,,,,,,,,
com.amaze.filemanager.ui.activities.MainActivityTest.testUpdateSmbExceptionShouldNotThrowNPE(),0,0,50,50,61.73%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.getRestartActivity(),0,0,3,3,1.28%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.invalidateNavBar(),0,0,28,28,11.97%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.invalidateRecentsColorAndIcon(),0,0,13,13,5.56%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.invalidateToolbarColor(),0,0,6,6,2.56%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.PreferencesActivity.loadPrefFragment(PreferenceFragmentCompat,int)",0,0,7,7,2.99%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.onBackPressed(),0,0,17,17,7.26%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.onCreate(Bundle),0,0,20,20,8.55%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.onFolderChooserDismissed(FolderChooserDialog),4,7,11,4,4.70%,,,,,,,,,,
"com.amaze.filemanager.ui.activities.PreferencesActivity.onFolderSelection(FolderChooserDialog,File)",6,9,19,8,8.12%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.onOptionsItemSelected(MenuItem),0,0,25,25,10.68%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.onSaveInstanceState(Bundle),0,0,5,5,2.14%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.restartActivity(Activity),4,4,17,13,7.26%,,,,,,,,,,
com.amaze.filemanager.ui.activities.PreferencesActivity.restoreListViewState(int),1,1,4,3,1.71%,,,,,,,,,,
